Generation,Manufacturer,Name,Model,Proceed,Succeed,Location,Product Line,Family,Type,Date,Num Sold,Price,Clone,CPU Family,,Bits,CPU,CPU part label,Speed,Chip 2,Chip 3,Chip 4,Chip 5,Game medium,Game Count,RAM,Graphics,Ram other,Reference 1,Ref 1 Date,Reference 2,Ref 2 Date,Reference 3,Ref 3 Date,Reference 4,Ref 4 Date,Reference 5,Ref 5 Date,Photo 1 link,Photo 1 Date,Photo 2 link,Photo 2 Date,Photo 3 link,Photo 3 Date,Photo 4 link,Photo 4 Date,Notes
,Schneider,"Videopac 74+, G74+",,7200,Videopac + 741,,Videopac,Odyssey 2 / Videopac,Console,,,,Clone: Philips Videopac G7400,,,,,,,,,,,,,,,,http://videopac.org/G7400/,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,http://www.videogameconsolelibrary.com/pg70-odyssey2.htm#page=models,01/10/21,,,,,,,,,,,,,
,Sears,Super Video Arcade,,,,,,,Console,,,,Intellivision (licensed),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Sears,"Video Arcade II, Tele-Games Arcade II",,,,,Video Arcade,,Console,,,,Rebrand: Atari 2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sears,"Video Arcade, Tele-Games Arcade",,,,,,,Console,,,,Intellivision (licensed),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,Arcada Mega Drive Portable,,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,105,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,"Denver GMP-270CMK2, Hyper Gamer 3.0",,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,200,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,"Eittek Miwi Game Console, My Wico Deluxe",,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,85,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,I'm Game! Handheld Player,,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,120,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,Millennium Arcade,,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,202,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,"My Arcade Go Gamer Portable, Gamer X Portable, Gamer Ma",,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,220,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,OPlayer,,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,100,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Senga (JungleTac)?,Zone 32-bit Gaming Console System,,,,,Family Sport,,Handheld,,,,Clone: Sunplus-based plug & plays,,,,,,,,,,,,41,,,,https://bootleggames.fandom.com/wiki/Family_Sport_series#Consoles,01/10/21,,,,,,,,,,,,,,,,,
,Sharp,"Famicom Titler, Famicom Editor",,,,,,,Console,1989,,,Clone: Famicom (licensed),,,,,Ricoh RP2A03,,Ricoh RP2C05-99,,,,,,2k,,,,,,,,,,,,,,,,,,,,,
,Sharp,"Game Television. 19SV111, 19SC111"," 19SV111, 19SC111",,,,,,Console + TV,1989,,,Clone: NES (licenced),,,,IX0821CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharp,Sharp Famicom TV,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Sharp,Sharp Famicom Twin,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Sharp,"Sharp Nintendo Television, My Computer TV C1, C1",,,,,,,Console + CRT,1983,,"¥145,000 (19in)",Clone: NES (licenced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharp,Super Famicom Naizou TV SF1,,,,,,,Console + CRT,1990,,"¥133,000 (21in)",Clone: Super Famicom (licensed),65c816,1,16,,Ricoh 5A22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharp,Twin Famicom,,,,,,,Console,1986,,,Clone: Nintendo Famicom and Family Computer Disk System,6502 based,1,8,,Ricoh RP2A03G or RP2A03E,1.79MHz,Ricoh RP2C02G-0 or RP2C02E-0 (PPU),Ricoh RP2C33A 02 (System RAM Adapter),,,ROM + Floppy,,2 KB (34 KB in FDS Mode),2 KB (10 KB in FDS Mode),,http://www.videogameconsolelibrary.com/pg80-sharp_twin.htm#page=specs,01/10/21,https://commons.wikimedia.org/wiki/User:Evan-Amos/VOGM/SharpTwin,01/10/21,https://console5.com/wiki/Twin_Famicom,01/10/21,,,,,,,,,,,,,
,Sharp,"X1, X-1, X1 Twin",,,,,,PC Engine,Console + PC,,,,PC Engine,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-pc_eng.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Sheen,"M-1200, Micro-Processor Computer Game",,,,,,,Console,,,,Clone: Studio II (Rebrand: Conic M-1200),,,,,,,,,,,Built-in + Cartridge,16 (5 Built-in),,,,,,,,,,,,,,,,,,,,,,
,Sheen,Sheen 2001 Sheen Home Video Centre Rev 3,,,,,,,Console,,,,Clone: Arcadia 2001,2650,,,,2650AN,,,,,,ROM,,,,,http://www.the-liberator.net/site-files/retro-games/hardware/SHEEN-2001-Sheen-Home-Video-Centre/sheen-2001-sheen-home-video-centre-rev-3.htm,01/10/21,,,,,,,,,,,,,,,,,
,Sheen,Sheen Home Video Centre 2001,,,,Australia,,,Console,,,,Arcadia 2001 (Ormatu),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,SHG,Black Point,FS 2000,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.heimcomputer.de/konsolen/blackpoint.html,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,
,Shinco,Shinco 868,,,,,,,Console + DVD player,,,,Mega drive,,,,,,,,,,,ROM files on CD,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Shinco,Studyplay Megadrive,,,,,,,Console + VCD/CD player,2000,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Siera,G7000,,,,,,Odyssey 2 / Videopac,Console,,,,Clone: Philips Videopac G7000,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg70-odyssey2.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siera,Videopac + G7400,,,,,Videopac,Odyssey 2 / Videopac,Console,,,,Clone: Philips Videopac G7400,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg70-odyssey2.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Sinango,Vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sinango,X-wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sinango?,"Power Kracker, Power Blaster, Power Racer",,Power Player Super Joy III,,,,,Console,2011?,,,Clone: Famicom,,,,NES-on-a-chip,,,,,,,Built-in,73,,,,https://bootleggames.fandom.com/wiki/Power_Kracker,01/10/21,,,,,,,,,,,,,,,,,
,Sinostar,Super Joystick,,,,,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Societe Occitane Electronique,OC-2000,,,,France,,1292 APVS,Console,1979?,,,Clone: 1292 APVS,,,,,,,,,,,,~40,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,
,Sound Logic XT,Multicade 230,,,,,,,Handheld,Mid-2010s ,,,Famiclone (VT368) ,VT368,,,,,,,,,,Built-in,,,,,https://bootleggames.fandom.com/wiki/Multicade_230,01/10/21,,,,,,,,,,,,,,,,,
,Soundic,Soundic MPT-03,,,,Finland,,,Console,,,,Arcadia 2001 (Palladium),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Soundic,Victory Home TV Programmer (MPT-02),,,,,,,Console,,,,Clone: Studio II (Rebrand: Conic M-1200),,,,,,,,,,,Built-in + Cartridge,16 (5 Built-in),,,,,,,,,,,,,,,,,,,,,,
,Spectravision,Spectravision Hotel 5200,,,,American and South American,,,Console: Hotel,,,,"Atari 2600, 5200?",,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.atarimuseum.com/videogames/consoles/5200/spectradyne.html,01/10/21,,,,,,,,,,,,,,,
,Spica Club,Pegasus MT-999DX,,,,Indonesia,Pegasus,,,,,,Clone: NES,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Pegasus,01/10/21,,,,,,,,,,,,,,,,,
,Splice,SpliceVision,,,,Brazil,,Colecovision,Console,,,,Clone: Colecovision,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-colecovision.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Stadlbauer kft,Sárgakazettás Nintendo,,,,Hungary,,,,1991,,,Famicom,,,,,,,,,,,Cartridge ROM,,,,,https://bootleggames.fandom.com/wiki/Terminator,01/10/21,,,,,,,,,,,,,,,,,
,Steepler,Dendy II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steepler,Dendy Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steepler,Dendy Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steepler,Dendy Star Trek,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Steepler,"Dendy, Dendy Classic",,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Steepler?United Microelectronics Corporation,Dendy,,,,,,,,1992,,,Clone: NES,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,,,,,,,,,,,,,,,,,
,Subor,Game Theory Admiral,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Game_Theory_Admiral,01/10/21,https://web.archive.org/web/20110206224848/http://nesplayer.com/pirates/gta.htm,01/10/21,,,,,,,,,,,,,,,
,Subor,iSports,,,,,,,Console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subor,iSports Pro,,,,,,,Console,,,,,,,32,,,,,,,,ROM files on SD-CARD,,,,,,,,,,,,,,,,,,,,,,,
,Subor,iTek,,,,UK,,,Console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subor,SB-225,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Subor,SB-486D,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://helloacm.com/the-childhood-memory-subor-famicom-clone-sb-486d-xiao-ba-wang/,01/10/21,,,,,,,,,,,,,,,,,
,Subor,SB-926D,,,,,,,Console w/ keyboard,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://helloacm.com/the-childhood-memory-subor-famicom-clone-sb-486d-xiao-ba-wang/,01/10/21,,,,,,,,,,,,,,,,,
,Subor,971,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Subor,D 25,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Sylvania/GTE,Intellivision,,,,,,,Console,,,,Intellivision (licensed),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg70-intelli.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Systema,Rumble Station,,,,UK,,,Console,,,,Clone: Famicom (Color Dreams Rumble Station),6502 Based,,,NES-on-a-chip ,,,,,,,Built-in,15,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,https://bootleggames.fandom.com/wiki/Rumble_Station,01/10/21,,,,,,,,,,,,,,,
4,Systema,Systema 2000,,,,UK,Game Master,,,,,,Rebrand: Hartung Game Master,uPD7810,,,,,,,,,,ROM,19,,,,https://en.wikipedia.org/wiki/Game_Master_(console),01/10/21,,,,,,,,,,,,,,,,,
,Tchibo,Tele-Fever,,,,Germany,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.heimcomputer.de/konsolen/telefever.html,01/10/21,,,,,,,,,,,,,,,
,Tec Toy,Master System,,,Master System II,,Master System,Master System,Console,,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Tec Toy,Master System girl,,,,Brazil,Master System,Master System,Console,,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Tec Toy,Master System II,,Master System,Master System III,,Master System,Master System,Console,,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Tec Toy,Master System III,,Master System II,,Brazil,Master System,Master System,Console,2003,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Tec Toy,Master System III Compact,,,,Brazil,Master System,Master System,Console,,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Tec Toy,Master System Super Compact,,,,,Master System,Master System,Console,,,,Clone: Sega Master System,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-sms.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Tec Toy,Mega Drive III,,,,Brazil,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Tec Toy,Super Megadrive III,,,,Brazil,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Tele-Computer,Cosmos,,,,Spain,,,Console,,,,Arcadia 2001 (Emerson),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Telefunken,CreatiVision,,,,,Console,Creativision,Console,,,,Creativision,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-creativision.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Telegames,Telegames Personal Arcade,,,,US,,Colecovision,Console,,,,Clone: ColecoVision and Sega SG-1000,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Chuang_Zao_Zhe_50,01/10/21,,,,,,,,,,,,,,,,,
,Tempest,Tempest MPT-03,,,,Australia,,,Console,,,,Arcadia 2001 (MPT-03,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Tevion,Gun Fighter,,,,"UK, Ireland",,,Console,,,,Famicom,,,,,,,,,,,Built-in,64 built-in,,,,https://bootleggames.fandom.com/wiki/Gun_Fighter,01/10/21,,,,,,,,,,,,,,,,,
,Thumbs Up,Mini Arcade Machine,,,,,,,Tabletop/Handheld,Mid-2010s ,,,Famiclone (VT369) ,,,,VT369 NOAC (NES-on-a-Chip) ,,,,,,,Built-in,240,,,,https://bootleggames.fandom.com/wiki/Thumbs_Up!_Mini_Arcade_Machine,01/10/21,,,,,,,,,,,,,,,,,
,Thumbs Up,Retro Games Controller,,,,UK,,,Console,2014-2015 ,,,Famiclone,,,,,,,,,,,Built-in,200,,,,https://bootleggames.fandom.com/wiki/RetroPlay_Controller,01/10/21,,,,,,,,,,,,,,,,,
,Timetop,GameKing III,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,Timetop,Handy Game (GM-228),,,,,,,,,,,Clone: NES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timetop,TV Joystick 36 in 1,,,,,,,Console,,,,VT03-based Famiclone,,,,,,,,,,,Built-in,12,,,,https://bootleggames.fandom.com/wiki/TV_Joystick_36_in_1,01/10/21,,,,,,,,,,,,,,,,,
,Tobby,Tobby MPT-03,,,,,,,Console,,,,Arcadia 2001 (MPT-03,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Top Drive,Power Player Super Racer,,,,,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Toshiba,Visicom,COM-100,,,Japan,,,Console,,,,Clone: RCA Studio II,,,,,,,,,,,Built-in + Cartridge,16 (5 Built-in),,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Toshiba,Visicom C-100,,,,,Visicom,,Console,1978,,,Rebrand: RCA Studio II,1802,,,RCA 1802,,1.76MHz,RCA CDP1861 (video),,,,,6,768B,,,https://www.old-computers.com/museum/computer.asp?st=2&c=1313,01/10/21,,,,,,,,,,,,,,,,,
,Trakton,Trakton Computer Video Game,,,,Australia,,,Console,,,,Arcadia 2001 (Palladium),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Trevi,M-1200,,RCA Studio II,,,,,Console,1978,,,Clone: Studio II (Rebrand: Conic M-1200),1802,,,,,,,,,,,4 built-in,,,,http://videogamekraken.com/trevi-m-1200-micro-computer,01/10/21,,,,,,,,,,,,,,,,,
,TRQ,Video Computer H-21,,,,Spain,,1292 APVS,Console,,,,Clone: 1292 APVS [Interton VC-4000 (partial)],,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy III,,,,,Power Joy,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy KS-2521C,,,,,Power Joy,,,,,,Clone: Famicom & VT03 ,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,https://bootleggames.fandom.com/wiki/Power_Joy_%E5%B0%8F%E5%88%9B%E5%AD%90_KS-2521C,01/10/21,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy KS-2523B,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,ROM cartridge + Built-in,30 Built-in + 60 cartridge,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Navigator,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Solo,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Streamline,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Supermax,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Turbo Racer,,,,,Power Joy,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy",Power Joy Voyager,,,,,Power Joy,,Handheld,,,,Clone: Famicom,,,,,,,,,,,,84,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,"Trumpgrand Electronic Toy Factory,  Trump Grand Manufacturing Co, Power Joy","Power Joy, Power Joy II, Power Joy Classic TV Game",,,,,Power Joy,,Console,2001,,,Clone: Famicom,,,,,,,,,,,Built-in + ROM cartidge,10 built-in,,,,https://bootleggames.fandom.com/wiki/Power_Joy_Classic_TV_Game,01/10/21,https://bootleggames.fandom.com/wiki/Trump_Grand_Manufacturing_Co.,01/10/21,,,,,,,,,,,,,,,
,Tsukuda,FG-2000,,,,,,,Console,,,,Clone: Sega SG-1000 licensed,,,,,,,,,,,,,,,,http://videogamekraken.com/othello-multivision-by-tsukuda-original,01/10/21,,,,,,,,,,,,,,,,,
,Tsukuda,Othello Multivision,,,,,,,Console,1983,,"¥19,800",Clone: Sega SG-1000 licensed,,,,,,,,,,,,1 built-in + 8 cartidge + SG-1000 compatable,,,,http://videogamekraken.com/othello-multivision-by-tsukuda-original,01/10/21,,,,,,,,,,,,,,,,,
,Ultimate Products ltd.,Zone 32-bit Gaming Console System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unitech,Nortiful FX,,,,Korea,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Unknown,PVP 2,,,,,,,Handheld,,,,Clone: Master Drive,,,,Firecore based,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Play_Vision_Portable_(PVP),01/10/21,,,,,,,,,,,,,,,,,
,Unknown,PVP Crash 9. PVP Station Light,,,,,,,Handheld,,,,Clone: VT03 (Famicom based),,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Play_Vision_Portable_(PVP),01/10/21,,,,,,,,,,,,,,,,,
,Unknown,PVP Game,,,,,,,Handheld,,,,,,,,,,,,,,,,168,,,,https://bootleggames.fandom.com/wiki/Play_Vision_Portable_(PVP),01/10/21,,,,,,,,,,,,,,,,,
,Unknown,PVP Wish Game,,,,,,,Handheld/Educational,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Play_Vision_Portable_(PVP),01/10/21,,,,,,,,,,,,,,,,,
,Unknown,"PVP, Play Vision Portable",,,,,,,Handheld,~2011,,,Clone: NES,,,,,,,,,,,Built-in and proprietary cartridge ROMs,,,,,https://bootleggames.fandom.com/wiki/Play_Vision_Portable_(PVP),01/10/21,,,,,,,,,,,,,,,,,
,Unknown,Super Nintendo Computer Video Game (SN-1997),SN-1997,,,,,,Console,,,,Famicom,,,,,Glob Top encapsilation,,,,,,,,,,,https://web.archive.org/web/20110206234842/http://nesplayer.com/pirates/SNES.htm,01/10/21,,,,,,,,,,,,,,,,,
,Unknown,Treamcast,,,,China,,,Console + VCD/CD player,2001,,,"Clone: Integrated Dreamcast, unlicensed",,,32,Hitachi SH-4,,200MHz,PowerVR2 (video),Yamaha AICA (sound),,,GD-ROM,,16M,8M,2M (audio),https://www.segadriven.com/treamcast/,01/10/21,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,
,Victor,Wondermega RG-M2,,,,,,,Console,1992,,,Clone: Sega Genesis & CD w/ permission from Sega,68000,,,Motorola 68000 @ 12.5 MHz,,,Motorola 68000 @ 7.67 MHz,Zilog Z80A @ 3.58 MHz,,,ROM + CD-ROM + CD-G,,72 kB of RAM (Mega Drive portion) 64 kB of video RAM (Mega Drive portion) 6 Mbit (Mega-CD portion) 512 Kbit to PCM waveform memory (Mega-CD portion) 128 Kbit to CD-ROM data cache memory (Mega-CD portion) 64 Kbit are allocated as the backup memory (Mega-CD portion),,,https://www.segadriven.com/wondermega/,01/10/21,,,,,,,,,,,,,,,,,
,"Video Extreme, JungleTac","Vs. Maxx, Vs. Maxx 25-in-1",,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,25,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://bootleggames.fandom.com/wiki/Vs._Maxx_25-in-1,01/10/21,,,,,,,,,,,,,
